Track Name,Album Name,Duration (ms),Explicit,Danceability,Energy,Acousticness,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Valence
The Other Side Of The Door,Fearless (Platinum Edition),237600,FALSE,0.476,0.816,0.169,0,0.238,-4.279,0.0347,163.847,0.469
Jump Then Fall (Taylor's Version),Fearless (Taylor's Version),237580,FALSE,0.572,0.69,0.0474,0,0.0897,-6.201,0.0358,160.111,0.624
mirrorball - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],237373,FALSE,0.509,0.386,0.78,0.0000345,0.118,-8.434,0.0272,109.993,0.109
Come In With The Rain (Taylor's Version),Fearless (Taylor's Version),237338,FALSE,0.476,0.564,0.0406,0,0.102,-5.677,0.0269,143.929,0.167
mad woman,folklore,237258,TRUE,0.592,0.699,0.655,0.0000168,0.114,-8.995,0.0471,141.916,0.506
Jump Then Fall,Fearless (Platinum Edition),237066,FALSE,0.618,0.687,0.111,0,0.0693,-5.737,0.0271,79.991,0.82
If This Was A Movie (Taylor's Version),The More Fearless (Taylor's Version) Chapter,237022,FALSE,0.472,0.664,0.1,0,0.224,-4.805,0.0275,147.896,0.253
Don't Blame Me,reputation,236413,FALSE,0.615,0.534,0.106,0.0000176,0.0607,-6.719,0.0386,135.917,0.193
Stay Beautiful,Taylor Swift (Deluxe Edition),236053,FALSE,0.594,0.629,0.0868,0,0.137,-4.919,0.0246,131.597,0.504
Lavender Haze - Jungle Remix,Lavender Haze (Remixes),235932,TRUE,0.652,0.7,0.311,0.111,0.201,-9.448,0.0388,124.02,0.289
Ours (Taylor's Version),Speak Now (Taylor's Version),235803,FALSE,0.539,0.475,0.42,0,0.109,-8.411,0.0287,159.824,0.293
Out Of The Woods,reputation Stadium Tour Surprise Song Playlist,235800,FALSE,0.553,0.841,0.000743,0.0000107,0.341,-6.937,0.0397,91.999,0.339
Love Story (Taylor's Version),Fearless (Taylor's Version),235766,FALSE,0.627,0.792,0.13,0.00000397,0.0845,-4.311,0.031,119.054,0.415
New Year's Day,reputation,235466,FALSE,0.661,0.151,0.921,0,0.13,-12.864,0.0354,94.922,0.23
If This Was A Movie,Speak Now (Deluxe Package),234546,FALSE,0.515,0.724,0.154,0.00000405,0.269,-3.498,0.0267,147.788,0.257
White Horse (Taylor's Version),Fearless (Taylor's Version),234515,FALSE,0.423,0.517,0.369,0,0.177,-7.377,0.0486,185.262,0.366
Hits Different,Midnights (The Til Dawn Edition),234466,TRUE,0.666,0.786,0.134,0.00000334,0.265,-6.556,0.0439,106.02,0.261
Miss Americana & The Heartbreak Prince,Lover,234146,FALSE,0.662,0.747,0.028,0.00615,0.138,-6.926,0.0736,150.088,0.487
peace,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],234000,TRUE,0.644,0.284,0.916,0.000015,0.0909,-12.879,0.0821,150.072,0.328
Love Story,Fearless (International Version),233933,FALSE,0.62,0.639,0.0186,0.00011,0.206,-5.398,0.0285,119.055,0.34
Love Story - Pop Mix,Love Story (Pop Mix),233653,FALSE,0.718,0.755,0.0317,0.000019,0.137,-3.319,0.0382,119.003,0.49
Getaway Car,reputation,233626,FALSE,0.562,0.689,0.00465,0.00000223,0.0888,-6.745,0.127,172.054,0.351
White Horse,Fearless (International Version),233560,FALSE,0.587,0.342,0.298,0,0.106,-8.034,0.0257,92.71,0.212
Lover - First Dance Remix,Lover (First Dance Remix),233466,FALSE,0.506,0.425,0.687,0.00000108,0.158,-8.198,0.0343,68.449,0.214
Christmas Tree Farm - Old Timey Version,Christmas Tree Farm (Old Timey Version),232656,FALSE,0.473,0.493,0.452,0,0.392,-6.579,0.0352,129.685,0.465
the last great american dynasty - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],232346,FALSE,0.64,0.618,0.743,0.004,0.0574,-11.715,0.0379,147.948,0.614
Delicate,reputation,232253,FALSE,0.75,0.404,0.216,0.000357,0.0911,-10.178,0.0682,95.045,0.0499
Christmas Must Be Something More,The Taylor Swift Holiday Collection,232146,FALSE,0.689,0.793,0.298,0,0.107,-4.838,0.0356,122.879,0.506
Tim McGraw,Taylor Swift (Deluxe Edition),232106,FALSE,0.58,0.491,0.575,0,0.121,-6.462,0.0251,76.009,0.425
Mine,reputation Stadium Tour Surprise Song Playlist,231866,FALSE,0.622,0.781,0.00311,0.0000031,0.187,-2.945,0.0302,121.029,0.662
Blank Space (Taylor's Version),1989 (Taylor's Version) [Deluxe],231833,FALSE,0.732,0.719,0.0901,0,0.331,-5.469,0.0645,96.035,0.71
Blank Space,1989 (Deluxe),231826,FALSE,0.76,0.703,0.103,0,0.0913,-5.412,0.054,95.997,0.57
Mine (Taylor's Version),Speak Now (Taylor's Version),231706,FALSE,0.647,0.793,0.00314,0.00000193,0.174,-2.903,0.0363,121.101,0.5
Renegade - Pop Version,Renegade (Pop Version),231526,FALSE,0.341,0.726,0.315,0.0000627,0.0948,-7.271,0.0699,167.949,0.63
High Infidelity,Midnights (The Til Dawn Edition),231475,FALSE,0.571,0.547,0.704,0,0.0877,-10.141,0.101,175.933,0.768
You Belong With Me (Taylor's Version),Fearless (Taylor's Version),231124,FALSE,0.632,0.773,0.0623,0,0.0885,-4.856,0.0346,130.033,0.474
Style,1989 (Deluxe),231000,FALSE,0.588,0.791,0.00245,0.00258,0.118,-5.595,0.0402,94.933,0.487
the last great american dynasty,folklore,230999,TRUE,0.686,0.662,0.467,0.0023,0.109,-8.505,0.0413,147.922,0.706
22 (Taylor's Version),Red (Taylor's Version),230960,FALSE,0.642,0.695,0.000443,0.0000102,0.0753,-5.62,0.0281,103.984,0.642
cardigan - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],230680,FALSE,0.395,0.234,0.88,0,0.107,-9.704,0.0382,86.478,0.247
Mine - POP Mix,Speak Now,230546,FALSE,0.696,0.768,0.00461,0.00000121,0.101,-3.863,0.0308,121.05,0.692
You Belong With Me,Fearless (International Version),230506,FALSE,0.688,0.775,0.151,0.0000198,0.104,-4.436,0.0381,129.969,0.469
New Romantics,1989 (Deluxe),230466,FALSE,0.633,0.889,0.00463,0.000458,0.0658,-5.87,0.0715,121.956,0.584
Dress,reputation,230373,FALSE,0.719,0.469,0.0329,0,0.169,-8.792,0.0533,120.085,0.0851
New Romantics (Taylor's Version),1989 (Taylor's Version) [Deluxe],230177,FALSE,0.653,0.848,0.00516,0.00000424,0.0798,-5.936,0.0583,122.017,0.724
22,Red,230133,FALSE,0.658,0.729,0.00215,0.0013,0.0752,-6.561,0.0378,104.007,0.668
Snow On The Beach (feat. More Lana Del Rey),Midnights (The Til Dawn Edition),229942,TRUE,0.664,0.399,0.797,0.00000313,0.105,-10.997,0.0349,109.937,0.265
tis the damn season,evermore (deluxe version),229840,FALSE,0.575,0.434,0.735,0.0000659,0.105,-8.193,0.0312,145.916,0.348
Lover - Live From Paris,Lover (Live From Paris),229733,FALSE,0.277,0.605,0.168,0.00246,0.954,-7.076,0.0398,68.541,0.479
Cruel Summer - Live from TS | The Eras Tour,The Cruelest Summer,229566,FALSE,0.405,0.906,0.134,0,0.885,-4.553,0.0813,169.967,0.337
Is It Over Now? (Taylor's Version) (From The Vault),1989 (Taylor's Version) [Deluxe],229477,FALSE,0.599,0.651,0.0486,0,0.126,-7.343,0.035,100.001,0.153
Fortnight (feat. Post Malone),THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,228965,FALSE,0.504,0.386,0.502,0.0000153,0.0961,-10.976,0.0308,192.004,0.281
So High School,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,228800,FALSE,0.366,0.866,0.0274,0.00000307,0.106,-4.514,0.0466,176.07,0.293
Should've Said No - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,228473,FALSE,0.429,0.808,0.399,0,0.0884,-3.004,0.0677,171.537,0.438
Delicate - Recorded at The Tracking Room Nashville,Spotify Singles,228460,FALSE,0.664,0.447,0.577,0,0.0968,-8.404,0.0341,90.976,0.431
Anti-Hero (feat. Bleachers),Anti-Hero (Remixes),228397,TRUE,0.619,0.817,0.00788,0.0123,0.101,-7.689,0.036,96.947,0.524
cardigan - cabin in candlelight version,cardigan (cabin in candlelight version),228000,FALSE,0.652,0.237,0.9,0,0.0991,-8.364,0.0335,129.976,0.367
Christmas Tree Farm,Christmas Tree Farm,227983,FALSE,0.62,0.686,0.0719,0,0.328,-4.478,0.0322,133.962,0.47
So It Goes...,reputation,227906,FALSE,0.574,0.61,0.122,0.0000011,0.13,-7.283,0.0732,74.957,0.374
the lakes - original version,the lakes (original version),227203,FALSE,0.197,0.406,0.717,0.000362,0.293,-10.904,0.0619,90.053,0.251
Red - Original Demo Recording,Red (Deluxe Edition),227080,FALSE,0.678,0.902,0.113,0.000235,0.0705,-4.659,0.0358,124.998,0.637
Message In A Bottle (Taylor's Version) (From The Vault),Message In A Bottle (Fat Max G Remix) (Taylor's Version),225963,FALSE,0.615,0.763,0.00214,0.00000797,0.0787,-6.43,0.05,115.921,0.472
dorothea,evermore (deluxe version),225880,FALSE,0.605,0.488,0.696,0,0.129,-8.322,0.0264,119.966,0.354
Forever & Always (Taylor's Version),Fearless (Taylor's Version),225328,FALSE,0.598,0.821,0.0231,0,0.143,-4.433,0.0447,128.03,0.673
Dear Reader,Midnights (The Til Dawn Edition),225194,FALSE,0.674,0.39,0.464,0.00122,0.116,-11.944,0.0483,107.891,0.151
willow - 90's trend remix,willow (90's trend remix),225106,FALSE,0.6,0.603,0.313,0,0.0872,-8.696,0.0741,168.085,0.379
Forever & Always,Fearless (International Version),225000,FALSE,0.604,0.816,0.0788,0,0.164,-5.002,0.0537,128,0.55
The Manuscript,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,224743,FALSE,0.509,0.256,0.901,0.00000243,0.103,-11.665,0.0306,94.184,0.436
Message In A Bottle (Fat Max G Remix) (Taylor's Version),Message In A Bottle (Fat Max G Remix) (Taylor's Version),224649,FALSE,0.684,0.733,0.00226,0.000125,0.273,-4.203,0.0422,115.969,0.343
Babe (Taylor's Version) (From The Vault),Red (Taylor's Version),224240,FALSE,0.584,0.743,0.0538,0.00000283,0.121,-7.075,0.0931,167.844,0.746
Come Back...Be Here,reputation Stadium Tour Surprise Song Playlist,223920,FALSE,0.486,0.548,0.00471,0.00000206,0.0997,-6.291,0.0256,79.873,0.22
Come Back...Be Here (Taylor's Version),Red (Taylor's Version),223333,FALSE,0.46,0.632,0.0158,0,0.0822,-6.031,0.0302,79.846,0.399
Afterglow,Lover,223293,FALSE,0.756,0.449,0.13,0,0.114,-8.746,0.0344,111.011,0.399
Untouchable - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,222959,FALSE,0.731,0.184,0.856,0,0.0927,-9.235,0.0418,102.404,0.331
Paper Rings,Lover,222400,FALSE,0.811,0.719,0.0129,0.0000136,0.0742,-6.553,0.0497,103.979,0.865
imgonnagetyouback,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,222072,FALSE,0.784,0.391,0.608,0,0.252,-9.471,0.0633,110.007,0.15
hoax - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],221800,FALSE,0.682,0.155,0.962,0,0.18,-13.083,0.0394,118.832,0.483
All Of The Girls You Loved Before,All Of The Girls You Loved Before,221407,FALSE,0.729,0.467,0.71,0.0000453,0.129,-9.682,0.0419,96.042,0.401
Lover,Lover,221306,FALSE,0.359,0.543,0.492,0.0000158,0.118,-7.582,0.0919,68.534,0.453
Love Story - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,221028,FALSE,0.741,0.444,0.659,0,0.131,-7.031,0.0311,119.006,0.512
Girl At Home,Red (Deluxe Edition),220840,FALSE,0.733,0.59,0.272,0,0.134,-5.86,0.0284,125.048,0.633
You All Over Me (feat. Maren Morris) (Taylor's Version) (From The Vault),Fearless (Taylor's Version),220839,FALSE,0.599,0.494,0.816,0,0.101,-7.61,0.0372,142.893,0.44
Red,Red,220826,FALSE,0.602,0.896,0.0773,0.0000887,0.091,-4.267,0.0437,124.978,0.641
Girl At Home (Taylor's Version),Red (Taylor's Version),220520,FALSE,0.691,0.736,0.00955,0.0000188,0.101,-6.974,0.0326,125.089,0.612
Wildest Dreams,reputation Stadium Tour Surprise Song Playlist,220440,FALSE,0.55,0.688,0.0703,0.00138,0.106,-7.416,0.0904,139.998,0.461
Wildest Dreams (Taylor's Version),1989 (Taylor's Version) [Deluxe],220433,FALSE,0.587,0.663,0.0348,0.0000995,0.0971,-7.439,0.0598,139.993,0.539
Starlight (Taylor's Version),Red (Taylor's Version),220413,FALSE,0.628,0.685,0.00324,0,0.18,-5.864,0.0358,126.014,0.605
Better Than Revenge (Taylor's Version),Speak Now (Taylor's Version),220306,FALSE,0.505,0.893,0.000795,0,0.178,-3.013,0.0771,145.913,0.659
A Perfectly Good Heart,Taylor Swift (Deluxe Edition),220146,FALSE,0.483,0.751,0.00349,0,0.128,-5.726,0.0365,156.092,0.268
hoax,folklore,220042,FALSE,0.662,0.181,0.966,0.00000386,0.133,-15.065,0.0415,118.819,0.429
the 1 - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],219893,TRUE,0.708,0.25,0.898,0.026,0.102,-10.731,0.0361,139.803,0.156
I Knew You Were Trouble (Taylor's Version),Red (Taylor's Version),219760,FALSE,0.584,0.557,0.0129,0,0.0576,-6.371,0.0342,154.008,0.767
The Man - Live From Paris,The Man (Live From Paris),219385,FALSE,0.343,0.864,0.672,0,0.962,-5.871,0.0875,90.905,0.714
Shake It Off (Taylor's Version),1989 (Taylor's Version) [Deluxe],219209,FALSE,0.632,0.805,0.0112,0.0000251,0.156,-5.707,0.069,160.052,0.903
Shake It Off,1989 (Deluxe),219200,FALSE,0.647,0.8,0.0647,0,0.334,-5.384,0.165,160.078,0.942
Bigger Than The Whole Sky,Midnights (The Til Dawn Edition),218502,FALSE,0.42,0.22,0.841,0.00131,0.114,-12.584,0.0472,165.564,0.0705
Maroon,Midnights (The Til Dawn Edition),218270,TRUE,0.655,0.384,0.0634,0.00000145,0.0973,-8.29,0.0349,108.058,0.0384
I Can Do It With a Broken Heart,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,218004,TRUE,0.701,0.751,0.123,0,0.15,-8.39,0.0502,129.994,0.22
I Knew You Were Trouble.,Red,217973,FALSE,0.622,0.469,0.00454,0.00000225,0.0398,-6.798,0.0363,77.019,0.679
Starlight,Red,217826,FALSE,0.649,0.777,0.0213,0.000335,0.221,-5.804,0.0406,126.018,0.587
Haunted - Acoustic Version,Speak Now (Deluxe Package),217626,FALSE,0.574,0.462,0.841,0,0.28,-5.124,0.0252,80.858,0.314
Better Than Revenge,Speak Now,217173,FALSE,0.519,0.917,0.0167,0.0000206,0.359,-3.185,0.0887,145.882,0.652
Fortnight (feat. Post Malone) - BLOND:ISH Remix,Fortnight (feat. Post Malone) [BLOND:ISH Remix],216979,FALSE,0.766,0.699,0.0117,0.00241,0.082,-7.118,0.0469,126.99,0.465
Clara Bow,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,216662,FALSE,0.686,0.318,0.636,0.00144,0.106,-11.046,0.0263,104.088,0.214
I Know Places - Voice Memo,1989 (Deluxe),216333,FALSE,0.592,0.128,0.829,0,0.527,-17.932,0.589,78.828,0.15
long story short,evermore (deluxe version),215920,FALSE,0.546,0.73,0.66,0.179,0.0972,-7.704,0.0417,157.895,0.573
Anti-Hero - Jayda G Remix,Anti-Hero (Remixes),215696,FALSE,0.788,0.767,0.0581,0.0000516,0.0802,-6.681,0.062,120.023,0.744
"no body, no crime (feat. HAIM)",evermore (deluxe version),215626,FALSE,0.546,0.613,0.418,0,0.103,-7.589,0.0264,79.015,0.535
I'm Only Me When I'm With You,reputation Stadium Tour Surprise Song Playlist,215600,FALSE,0.556,0.933,0.00454,0.000462,0.101,-3.685,0.0719,143.929,0.521
Florida!!! (feat. Florence + The Machine),THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,215463,TRUE,0.533,0.573,0.178,0,0.309,-7.123,0.138,150.088,0.398
Babe,reputation Stadium Tour Surprise Song Playlist,215106,FALSE,0.577,0.785,0.0221,0,0.125,-3.266,0.102,171.78,0.647
Lavender Haze - Tensnake Remix,Lavender Haze (Remixes),214966,TRUE,0.77,0.795,0.16,0.00493,0.0931,-6.627,0.0481,109.023,0.753
willow,evermore (deluxe version),214706,FALSE,0.392,0.574,0.833,0.00179,0.145,-9.195,0.17,81.112,0.529
willow - lonely witch version,willow (the witch collection),214653,FALSE,0.628,0.383,0.893,0,0.148,-9.083,0.0427,83.954,0.563
peace - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],214373,TRUE,0.619,0.344,0.93,0.0000761,0.0734,-11.472,0.0647,149.897,0.513
King Of My Heart,reputation,214320,FALSE,0.675,0.703,0.00882,0.00000221,0.0391,-7.902,0.0382,110.01,0.314
Chloe or Sam or Sophia or Marcus,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,213281,FALSE,0.516,0.451,0.78,0,0.105,-8.552,0.0446,70.266,0.218
Mary's Song (Oh My My My),Taylor Swift (Deluxe Edition),213080,FALSE,0.403,0.627,0.0177,0,0.182,-5.28,0.0292,74.9,0.374
ME! - Live From Paris,ME! (Live From Paris),213026,FALSE,0.545,0.935,0.0428,0.000514,0.976,-6.584,0.0456,91.014,0.552
Welcome To New York,reputation Stadium Tour Surprise Song Playlist,212600,FALSE,0.789,0.634,0.0348,0.00000169,0.302,-4.762,0.0323,117,0.658
Bad Blood,1989 (Deluxe),211933,FALSE,0.646,0.794,0.0885,0.00000616,0.201,-6.104,0.19,170.216,0.287
Love Story (Taylor's Version) - Elvira Remix,Love Story (Taylor's Version) [Elvira Remix],211857,FALSE,0.669,0.56,0.00215,0.0000323,0.264,-8.285,0.0352,123.068,0.155
Look What You Made Me Do,reputation,211853,FALSE,0.766,0.709,0.204,0.0000141,0.126,-6.471,0.123,128.07,0.506
the lakes - bonus track,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],211813,FALSE,0.313,0.258,0.842,0.0000013,0.0948,-11.532,0.0383,179.947,0.268
Dancing With Our Hands Tied,reputation,211506,FALSE,0.624,0.691,0.0604,0.000011,0.138,-6.686,0.196,160.024,0.284
The Archer,Lover,211240,FALSE,0.292,0.574,0.12,0.00569,0.0663,-9.375,0.0401,124.344,0.166
Bad Blood (Taylor's Version),1989 (Taylor's Version) [Deluxe],211103,FALSE,0.624,0.711,0.0369,0.00000313,0.19,-6.347,0.159,169.999,0.347
The Archer - Live From Paris,The Archer (Live From Paris),210960,FALSE,0.473,0.54,0.167,0.00213,0.858,-9.085,0.0425,125.022,0.0995
Fresh Out The Slammer,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,210789,FALSE,0.33,0.483,0.624,0,0.111,-9.394,0.0399,87.115,0.34
Question...?,Midnights (The Til Dawn Edition),210556,TRUE,0.654,0.51,0.206,0,0.249,-8.767,0.242,108.874,0.105
the 1,folklore,210251,TRUE,0.777,0.357,0.757,0.00000728,0.108,-6.942,0.0522,139.884,0.172
Silent Night,The Taylor Swift Holiday Collection,209893,FALSE,0.423,0.311,0.621,0,0.0987,-7.581,0.0319,119.546,0.134
Gorgeous,reputation,209680,FALSE,0.8,0.535,0.0713,0.00000948,0.213,-6.684,0.135,92.027,0.451
this is me trying - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],209293,FALSE,0.435,0.332,0.928,0.000898,0.0867,-11.611,0.031,68.097,0.157
seven - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],208986,FALSE,0.694,0.449,0.914,0.000126,0.1,-11.49,0.0301,94.963,0.363
mirrorball,folklore,208977,FALSE,0.553,0.413,0.687,0.00000233,0.0594,-10.037,0.0334,110.107,0.379
seven,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],208906,FALSE,0.602,0.494,0.888,0.0000259,0.0902,-10.813,0.0277,94.955,0.374
willow - moonlit witch version,willow (the witch collection),208866,FALSE,0.339,0.644,0.421,0.00024,0.136,-8.608,0.223,79.08,0.538
Don't You (Taylor's Version) (From The Vault),Fearless (Taylor's Version),208608,FALSE,0.563,0.473,0.514,0.000012,0.109,-11.548,0.0503,101.934,0.405
Last Christmas,The Taylor Swift Holiday Collection,208253,FALSE,0.702,0.77,0.31,0,0.149,-5.319,0.0372,116.009,0.685
...Ready For It?,reputation,208186,FALSE,0.613,0.764,0.0527,0,0.197,-6.509,0.136,160.015,0.417
I Wish You Would (Taylor's Version),1989 (Taylor's Version) [Deluxe],207650,FALSE,0.671,0.853,0.00388,0.00000948,0.0812,-6.568,0.0417,118.032,0.523
I Wish You Would,1989 (Deluxe),207440,FALSE,0.653,0.893,0.0158,0.0000495,0.102,-5.966,0.0538,118.035,0.513
This Is Why We Can't Have Nice Things,reputation,207133,FALSE,0.567,0.789,0.0156,0,0.382,-5.986,0.115,163.96,0.438
The Outside,Taylor Swift (Deluxe Edition),207106,FALSE,0.589,0.805,0.00491,0,0.24,-4.055,0.0293,112.982,0.591
Invisible,reputation Stadium Tour Surprise Song Playlist,205853,FALSE,0.608,0.384,0.56,0,0.165,-5.732,0.0246,95.963,0.217
Stay Stay Stay (Taylor's Version),Red (Taylor's Version),205786,FALSE,0.693,0.681,0.0848,0,0.0768,-7.039,0.025,100.02,0.663
Karma,Midnights (The Til Dawn Edition),204852,TRUE,0.64,0.619,0.062,0,0.475,-7.108,0.065,90.008,0.121
Stay Stay Stay,Red,204826,FALSE,0.729,0.748,0.307,0.00000129,0.09,-6.67,0.0245,99.981,0.928
Teardrops On My Guitar - Radio Single Remix,reputation Stadium Tour Surprise Song Playlist,204706,FALSE,0.626,0.427,0.315,0,0.138,-6.993,0.0234,99.962,0.265
You Need To Calm Down - Live From Paris,You Need To Calm Down (Live From Paris),203960,FALSE,0.595,0.832,0.0637,0.0000225,0.818,-6.467,0.0463,85.01,0.742
My Boy Only Breaks His Favorite Toys,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,203801,FALSE,0.596,0.563,0.137,0,0.302,-7.362,0.0269,97.073,0.481
Call It What You Want,reputation,203506,FALSE,0.598,0.504,0.186,0.000221,0.34,-9.874,0.0731,163.954,0.252
Our Song,reputation Stadium Tour Surprise Song Playlist,203440,FALSE,0.545,0.663,0.114,0,0.321,-5.05,0.0363,178.016,0.565
Lavender Haze,Midnights (The Til Dawn Edition),202395,TRUE,0.735,0.449,0.23,0.00126,0.132,-10.56,0.0883,97.05,0.0955
A Place in this World,reputation Stadium Tour Surprise Song Playlist,202080,FALSE,0.573,0.767,0.0576,0,0.327,-2.929,0.0323,114.985,0.438
Holy Ground,Red,201853,FALSE,0.627,0.816,0.0162,0.00208,0.0966,-6.698,0.0774,157.043,0.648
Soon You'll Get Better (feat. The Chicks),Lover,201586,FALSE,0.433,0.182,0.907,0,0.123,-12.566,0.0641,207.476,0.421
Karma (feat. Ice Spice),Midnights (The Til Dawn Edition),201493,TRUE,0.615,0.626,0.0574,0,0.596,-6.548,0.0778,89.984,0.0705
Anti-Hero,Midnights (The Til Dawn Edition),200690,FALSE,0.633,0.648,0.121,0.00000262,0.161,-6.645,0.062,96.888,0.49
Tell Me Why (Taylor's Version),Fearless (Taylor's Version),200575,FALSE,0.578,0.909,0.0222,0,0.333,-3.669,0.0628,100.023,0.541
False God,Lover,200306,FALSE,0.739,0.32,0.736,0.000147,0.111,-10.862,0.239,79.97,0.351
The Very First Night (Taylor's Version) (From The Vault),Red (Taylor's Version),200280,FALSE,0.678,0.733,0.00115,0,0.104,-5.025,0.0281,121.009,0.581
Tell Me Why,Fearless (International Version),200213,FALSE,0.606,0.848,0.0611,0.00000199,0.374,-3.058,0.0374,99.999,0.476
Our Song - International Mix,Fearless (International Version),199933,FALSE,0.516,0.696,0.00739,0.00000111,0.354,-4.833,0.0301,177.936,0.664
Bad Blood (feat. Kendrick Lamar) (Taylor's Version),1989 (Taylor's Version) [Deluxe],199773,FALSE,0.604,0.644,0.0143,0,0.237,-6.931,0.0889,170.088,0.197
the lakes - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],199733,FALSE,0.606,0.221,0.794,0,0.0888,-11.767,0.0468,89.844,0.112
Death By A Thousand Cuts - Live From Paris,Death By A Thousand Cuts (Live From Paris),199066,FALSE,0.584,0.655,0.712,0,0.97,-5.551,0.0306,91.844,0.604
Death By A Thousand Cuts,Lover,198533,FALSE,0.712,0.732,0.454,0,0.319,-6.754,0.0629,94.071,0.313
Fearless - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,198247,FALSE,0.623,0.266,0.814,0,0.145,-5.894,0.026,96.601,0.467
Wildest Dreams - R3hab Remix,Wildest Dreams (R3hab Remix),198106,FALSE,0.584,0.809,0.00429,0,0.0888,-4.352,0.0387,130.104,0.247
The Alchemy,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,196900,FALSE,0.64,0.421,0.422,0,0.103,-8.802,0.0273,100.056,0.353
Anti-Hero - Acoustic Version,Anti-Hero (Acoustic Version),196473,FALSE,0.615,0.347,0.568,0.000529,0.189,-9.944,0.0329,96.792,0.385
Teardrops On My Guitar - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,196346,FALSE,0.344,0.801,0.664,0,0.106,-5.373,0.0574,204.489,0.615
Paris,Midnights (The Til Dawn Edition),196258,FALSE,0.703,0.518,0.103,0.0000289,0.148,-10.501,0.085,110.94,0.347
I Know Places,reputation Stadium Tour Surprise Song Playlist,195706,FALSE,0.603,0.755,0.243,0,0.178,-4.991,0.0709,159.971,0.496
I Know Places (Taylor's Version),1989 (Taylor's Version) [Deluxe],195700,FALSE,0.572,0.807,0.0846,0,0.071,-5.348,0.0574,160.015,0.626
this is me trying,folklore,195097,FALSE,0.515,0.476,0.314,0.0000474,0.171,-9.843,0.0328,135.886,0.412
Anti-Hero - Kungs Remix,Anti-Hero (Remixes),194612,FALSE,0.715,0.921,0.024,0.00156,0.34,-5.372,0.0761,116.009,0.689
Fortnight (feat. Post Malone) - Cults Remix,Fortnight (Acoustic Version),194305,FALSE,0.603,0.499,0.0578,0.02,0.101,-11.906,0.0294,117.095,0.426
"You're On Your Own, Kid",Midnights (The Til Dawn Edition),194206,FALSE,0.696,0.39,0.447,0.0000155,0.125,-10.331,0.0616,120.032,0.395
Bejeweled,Midnights (The Til Dawn Edition),194165,FALSE,0.687,0.551,0.0593,0.000143,0.09,-9.202,0.0787,163.994,0.443
Teardrops On My Guitar - International Mix,Fearless (International Version),193640,FALSE,0.514,0.557,0.0178,0.00755,0.114,-6.307,0.0264,99.974,0.152
All You Had To Do Was Stay,1989 (Deluxe),193293,FALSE,0.605,0.725,0.00201,0.0000202,0.101,-5.729,0.0323,96.97,0.539
All You Had To Do Was Stay (Taylor's Version),1989 (Taylor's Version) [Deluxe],193289,FALSE,0.589,0.713,0.000778,0,0.188,-5.614,0.0308,97.069,0.54
ME! (feat. Brendon Urie of Panic! At The Disco),Lover,193000,FALSE,0.61,0.83,0.033,0,0.118,-4.105,0.0571,182.162,0.728
Cruel Summer - LP Giobbi Remix,The Cruelest Summer,192900,FALSE,0.73,0.717,0.0922,0.00296,0.112,-9.095,0.0554,122.988,0.283
We Are Never Ever Getting Back Together,Red,191880,FALSE,0.628,0.676,0.00957,0.0000265,0.102,-5.911,0.0916,85.984,0.75
Mastermind,Midnights (The Til Dawn Edition),191039,FALSE,0.66,0.343,0.565,0.00134,0.0922,-14.132,0.14,125.96,0.137
illicit affairs,folklore,190898,FALSE,0.559,0.31,0.881,0,0.106,-10.445,0.0338,119.845,0.46
